Age,Date,A,B,C,D,E
19,1983-12-03,422.7,318.2,,,
28,1984-05-30,,,,590.5,
38,1983-04-24,,335.4,714.6,,647.8
50,2010-11-10,,602.9,,1573.7,
25,2009-01-16,,665.9,,1356.6,
64,2004-04-21,859.5,535.4,,,
28,1978-12-10,307.1,,496.8,,496.5
33,1987-11-15,,381.4,736.0,834.4,675.2
54,1972-03-06,158.5,177.3,324.3,,465.7
38,1983-05-25,388.8,334.6,691.7,562.1,563.5
52,1988-12-16,534.6,377.6,,,
20,1973-11-12,176.0,,397.9,317.5,478.1
52,1992-06-24,,,,,781.5
19,1987-11-23,537.0,,,,
56,1984-08-12,474.9,325.4,,721.2,606.8
35,2000-01-28,788.2,508.2,,,
35,1974-07-23,207.1,216.3,430.5,,449.5
63,2014-12-25,,698.4,,1630.3,1158.3
29,1985-06-10,,,697.9,,
43,2011-08-04,,628.4,,,
25,1989-04-18,518.1,,866.8,,
43,1974-05-22,187.6,209.1,459.1,314.2,
49,1993-03-17,,431.7,,,
25,1973-02-28,162.8,,,303.9,
64,1988-03-01,570.1,380.3,,792.2,
56,1972-06-25,169.4,163.2,,279.8,477.1
21,2006-06-03,1010.5,,,1462.4,1037.2
37,1979-05-20,,238.0,509.0,470.4,587.4
27,2009-10-06,1001.1,558.9,,,
60,1972-03-27,,,389.0,,
24,2003-09-24,922.2,526.7,,,883.6
49,1997-04-09,,507.3,,,846.3
47,2004-10-18,827.0,,1362.4,,1024.9
32,1990-11-05,547.5,,827.2,,747.0
58,2008-03-18,927.7,615.0,,,
27,1998-01-15,,503.6,1155.4,1119.9,
32,2003-09-12,930.9,588.8,1167.8,1144.4,963.4
17,2015-11-06,1167.3,,,,
42,2011-03-01,1087.1,620.4,,,
51,1984-09-26,,,768.4,,
67,2007-10-02,,566.7,,1384.2,
36,1976-03-10,,,,380.6,
16,1978-11-19,,,491.2,474.0,
60,2008-08-01,1082.9,,,1448.3,
50,1994-07-26,,474.8,1016.9,1031.9,
37,1972-08-18,,166.3,,278.2,438.7
61,2019-03-31,,733.2,,1833.6,1164.0
58,1984-06-07,423.0,,,,624.8
25,2006-04-15,,,,1301.2,
52,1998-02-03,819.2,,,1019.5,842.0
34,1974-02-06,210.1,207.1,383.8,298.3,434.0
40,1980-03-01,,,,499.7,
15,2003-02-19,855.8,550.4,,1283.8,967.1
44,1987-02-12,500.3,363.5,707.9,,
65,2006-01-29,1028.0,,1164.6,1370.8,
26,2006-12-09,949.2,,1298.2,,
32,1975-01-03,,,420.3,383.9,523.4
55,1985-10-25,439.3,369.6,727.6,,695.9
25,1998-09-10,,,,,796.1
63,1972-01-26,152.6,,,250.9,
44,1978-03-04,276.9,,,,502.6
61,1981-06-12,356.6,271.7,,,
24,1987-06-29,541.4,348.2,,795.7,738.4
64,1994-09-18,,403.0,,,
27,2010-06-12,1013.3,,1393.2,1612.4,
56,1986-12-15,,,701.1,,
16,2018-11-21,,709.4,,1850.2,
42,1981-03-17,399.1,,580.4,594.2,557.8
31,2003-07-27,,540.2,,1327.4,
26,1978-09-25,,246.9,569.5,,561.7
43,2002-05-26,947.1,,1195.8,1336.9,983.8
39,1999-06-22,830.9,,,1176.8,912.0
62,1980-05-14,331.1,284.7,,554.7,
25,2003-04-19,,569.5,1154.2,1230.6,
49,2013-11-15,,,,1610.4,
66,1997-11-23,,,,,802.8
55,2001-05-30,,,,,849.0
51,2004-06-03,,541.4,,,
44,1972-05-09,,172.3,,,
60,1977-09-15,,,,,569.9
45,2001-01-25,,505.5,,,964.5
37,2006-11-05,1016.4,,1311.5,1388.9,
57,1982-10-17,,283.8,,,
25,2010-11-14,999.5,,,,972.1
56,2005-09-02,952.7,,,1359.1,900.2
29,2001-08-12,829.6,528.4,,1218.6,960.7
63,1984-12-06,,,,614.4,
32,2015-12-26,,732.5,1525.4,,
20,1989-03-16,,,,874.1,762.2
24,1985-05-09,,330.7,681.7,724.1,697.4
52,1992-06-14,688.7,,826.0,,816.2
57,2001-08-25,,,,1132.6,872.2
40,1992-03-18,,,920.1,880.3,807.4
56,1970-12-09,119.7,,295.1,211.7,437.5
46,1996-01-23,764.9,,936.1,1106.2,753.4
67,1997-02-17,700.5,,,995.4,
61,2007-04-26,1066.9,593.2,1234.4,1372.8,982.8
24,1979-11-07,,,561.0,509.4,
23,1989-10-04,,,786.4,837.9,
35,2018-02-12,,,1708.6,1672.8,1070.6
30,1978-09-02,278.0,,570.2,497.4,
62,2006-02-09,993.9,561.0,1239.1,1358.9,
49,1972-10-14,,,,,403.1
35,2012-01-15,1129.1,,1595.5,,
34,2001-01-22,,,,,941.2
48,2015-08-17,1126.1,,1623.8,1692.5,1113.0
24,1993-05-21,686.3,393.6,1020.0,926.8,814.7
48,1999-11-30,,,1224.6,1227.0,825.0
22,1983-04-26,,,,,621.3
43,1990-02-25,,425.0,773.2,866.3,666.7
34,2017-12-07,1256.0,,1578.8,1639.9,
40,1995-01-07,651.5,,,1025.5,
50,2001-05-25,,561.3,1139.0,1242.8,
27,1974-04-12,,199.5,,,497.1
20,1973-10-29,181.9,182.8,,,429.5
31,2015-12-27,1189.6,643.9,,,1052.3
60,1994-04-10,,,,984.5,
39,2002-12-31,,,,1326.9,897.1
58,1977-11-02,284.9,231.8,,,485.2
45,1983-09-01,,,737.2,595.4,
47,2001-12-27,829.4,,,,
26,2010-12-25,,,,1611.5,976.1
40,1984-05-03,,295.0,,664.0,641.2
21,1988-04-18,,393.8,822.0,,
23,2014-11-18,1116.4,734.5,,1567.5,1174.8
63,1996-10-01,,,,,833.8
30,1999-05-15,,458.9,,1227.2,900.5
35,1976-02-08,,238.1,450.6,,
39,1984-12-25,441.1,317.0,,692.3,
14,2009-04-03,1050.7,,,,
16,2003-12-25,,564.3,1187.0,1160.3,
55,2014-07-02,1176.5,,,1737.5,1161.8
57,1988-03-25,,,,821.3,664.0
44,2012-12-02,,,,1460.9,1094.5
62,2018-04-14,,662.2,,,1156.7
22,2001-10-10,,473.9,1276.7,,
28,1998-03-17,705.5,,,1031.0,825.7
21,2005-04-01,868.1,553.8,1388.5,1234.3,
39,1993-12-24,,,990.3,,847.8
49,1981-04-13,,309.5,,553.6,530.8
15,1999-02-13,774.1,,1167.8,,933.7
54,1999-02-03,,,,1062.8,
15,1978-02-10,,230.9,524.8,,
22,2002-01-05,820.8,,1294.6,,874.5
20,1984-05-19,402.8,330.1,632.5,672.2,
37,1976-11-12,284.0,,487.6,414.0,459.5
64,1980-01-29,308.5,,628.4,,
29,2016-11-03,,721.9,1433.2,,
15,1985-01-29,,,727.1,661.7,
45,1976-07-10,,,471.4,433.8,
42,1996-04-30,653.2,,929.0,961.5,810.9
26,2008-10-31,1093.7,604.1,,1408.4,
44,2013-08-05,,660.1,,,
14,1992-07-10,595.6,391.0,,921.1,
39,1988-07-23,497.9,397.8,863.4,,
51,1973-07-13,,191.9,411.5,330.3,
59,2014-02-05,1104.7,670.5,1401.3,1674.3,
33,1985-06-24,421.6,346.3,691.0,653.1,651.5
19,1987-04-28,461.2,,,765.7,711.5
49,1993-04-25,682.0,411.2,,891.4,723.4
49,1986-10-05,,316.7,767.8,682.8,710.5
46,1983-07-31,,283.2,,630.5,
33,2016-11-12,,,,1537.3,
54,1979-04-06,338.9,241.8,608.3,,521.9
35,2011-12-08,1044.8,622.5,1410.9,1518.4,
48,1970-08-07,,,332.2,205.3,420.1
31,1987-09-24,,356.1,,,665.1
14,2000-07-16,858.4,,,,817.4
43,2016-12-19,1198.7,660.1,1725.4,,
40,1980-05-14,336.0,277.9,597.8,479.7,
46,1975-09-08,246.7,196.6,499.4,374.5,500.7
66,2020-11-04,,790.1,,1624.8,1125.6
61,1974-04-03,,196.5,,,428.2
41,2014-04-02,,705.3,1518.2,1502.6,
24,1975-04-02,,,465.6,,
33,1984-06-05,,334.1,672.1,,628.6
58,1977-03-21,296.2,256.9,,,
35,1995-12-28,647.1,424.8,,,
35,1993-10-26,703.5,423.2,,951.7,785.8
15,1979-11-17,,,600.6,510.0,553.6
52,2013-09-28,,638.0,,,1097.6
30,2014-04-04,,618.0,,1479.1,
14,1993-07-05,682.8,404.3,1004.7,1025.4,819.1
22,2002-06-26,,576.5,1136.2,,
26,1971-12-20,143.5,,,,421.2
35,2007-03-24,989.2,,,,897.5
46,2016-09-30,1136.4,,,1697.0,1159.1
67,1972-07-27,,,,262.2,429.1
49,1984-10-04,,,642.8,613.2,
42,2012-09-28,,616.2,1459.8,,1016.6
24,2018-03-04,1333.7,,1550.0,,
24,1988-03-19,579.6,,722.0,,627.9
49,1988-11-27,540.4,358.6,,,666.7
37,1973-01-09,,170.1,,,422.6
16,1974-02-06,187.8,,393.6,,
31,1987-08-05,,371.5,765.3,741.4,
63,1981-08-05,,,,531.0,529.7
37,1994-03-06,,417.9,,969.8,
16,2006-08-25,,,1423.5,1314.9,
26,2012-12-27,1182.7,,1565.8,1472.1,
23,1984-11-17,,,715.3,609.1,
60,1986-05-10,,359.0,,,
28,1987-01-25,489.1,,818.2,806.8,649.8
32,1979-05-01,342.9,,525.7,,582.1
65,1984-02-03,,,697.7,679.9,
53,1972-08-13,,,,262.0,447.1
22,2009-11-22,,,,1418.6,
25,1975-10-13,,,,400.2,
55,1981-05-24,399.4,303.3,670.2,,
31,2010-02-07,,649.6,1438.0,1359.7,984.5
61,1981-06-21,,,,610.7,622.3
27,1998-09-12,801.8,,995.2,1000.6,
38,2011-03-17,1017.8,696.3,,,954.3
39,1993-12-13,,,,1000.3,718.6
14,2014-09-19,,,,1663.2,1067.3
65,1998-05-10,694.9,456.6,984.4,1099.4,872.2
37,1985-11-29,457.3,,,725.2,637.2
39,2002-09-24,,,,,979.2
18,2016-04-16,,,1506.1,1789.0,
58,1972-03-03,,,,,433.8
19,2010-09-08,,,1337.9,,
39,1988-02-01,,345.8,,,626.6
64,2003-12-28,,514.4,,1195.5,
67,2016-07-23,,762.3,1634.5,1786.4,1055.3
61,2019-07-30,,,,1704.1,1150.8
37,1994-08-01,654.4,439.8,,,777.4
60,1986-02-20,521.6,,759.4,701.9,
49,2013-08-30,1018.6,,,1708.5,
66,2013-05-03,1147.3,,1523.1,1642.1,1049.6
30,2003-09-24,856.6,593.7,,,
14,1997-08-08,,516.8,,,
67,1993-05-12,,,,,778.2
50,1976-12-14,254.5,234.9,459.5,,509.4
61,1991-01-19,,391.8,,,
29,1998-01-18,,,,,866.1
28,1986-11-17,475.9,329.6,,730.2,
24,2012-01-06,1031.7,,1437.1,,1117.8
46,2002-01-05,,,,1113.9,987.9
21,1989-08-07,506.8,,,,
30,2015-07-29,,,,,1206.7
30,1998-07-12,717.4,,992.1,1078.2,875.9
37,2002-05-13,794.0,,1276.5,1303.3,822.3
57,1991-05-17,,,829.3,861.2,
51,1978-08-24,288.4,,495.0,484.7,
57,1982-09-06,385.6,321.7,,632.5,553.6
18,2011-05-01,,619.5,1419.2,,
14,2000-09-18,,,1221.4,1210.0,856.2
19,1995-11-10,,423.5,,,871.0
65,2020-09-10,1255.0,728.5,1683.6,,1134.9
65,2001-07-04,,493.6,1268.8,,
40,2020-03-31,,,1635.4,,1089.0
58,2013-09-30,1104.1,,1413.1,,
18,2014-07-09,1227.4,,1639.3,,1076.4
61,2004-12-31,948.6,566.6,1165.3,,
26,1977-12-16,,259.3,473.3,408.8,
31,1971-03-24,,,302.7,,442.2
47,2000-08-17,787.4,,1175.5,,816.6
39,1975-04-21,,,428.1,,521.9
21,2002-06-13,805.6,557.5,1101.9,1161.0,891.8
17,1984-10-03,447.1,312.1,,,618.2
59,2018-05-21,1298.4,,,1736.6,
57,2020-06-08,,683.6,,1761.0,1188.9
22,1976-05-22,,,,,470.8
38,1995-04-15,715.3,472.4,922.2,1077.0,807.1
64,2004-05-15,829.6,,,,
56,1986-02-04,,,,727.9,
28,2009-07-19,1127.9,,1355.4,1562.1,
54,2018-10-27,1185.1,758.6,,,1122.4
55,2009-08-22,,,1284.9,,926.6
20,1974-08-05,,,433.7,374.9,
44,1997-02-01,,489.2,1021.3,1140.6,760.1
15,1998-10-06,714.1,,1191.2,1083.6,847.9
58,1994-10-23,,422.1,955.5,910.3,731.4
27,2013-09-18,1034.5,,1474.6,,1118.0
65,2005-02-02,992.7,559.0,,,
60,2017-02-06,,763.3,1524.1,,1250.3
19,2008-02-03,1003.6,550.3,,1530.6,
61,1980-06-14,,268.3,539.8,,620.0
55,2016-04-13,1277.2,712.0,1663.4,1586.2,
22,1987-10-08,,371.5,,,
63,1977-10-17,,,560.0,450.3,
23,1991-07-04,650.9,366.3,,,
58,2011-10-05,,,,1632.6,964.6
49,1982-05-07,,,,584.5,587.0
47,1999-11-26,868.9,515.2,1189.5,,
28,2010-12-04,,569.4,,1366.3,
20,1996-01-18,,,955.1,1012.7,810.0
42,1983-09-11,,,,684.1,
18,1995-05-27,,,,,731.2
32,2014-05-19,1040.8,,,1489.5,1136.6
57,2005-01-04,,545.5,1145.9,1310.3,
20,1977-01-31,,227.5,,,553.8
55,2011-04-02,1010.1,599.8,1478.1,1443.0,
58,1973-10-03,189.9,191.0,,290.7,
41,2018-03-17,,,,1775.0,
22,2018-04-09,1300.4,,1717.3,,
24,1981-03-28,332.2,,554.0,560.6,
48,2001-11-29,823.9,,1145.8,1294.8,870.8
30,1998-05-20,,,981.7,,
47,2009-03-28,,,,,987.4
55,2011-07-30,,,,1476.8,1098.1
37,2017-02-08,,646.8,1597.2,,1212.0
26,2014-08-16,1156.5,642.0,1546.3,1621.7,1066.8
63,1970-01-23,94.5,,,208.1,
14,2012-01-25,,,,,1049.2
55,1994-11-27,,432.5,940.4,,
64,1971-05-03,,174.1,359.3,234.3,
49,1970-01-04,,161.5,,,425.1
60,2001-06-15,877.1,,1269.8,,
24,1987-08-13,547.2,,,760.2,
53,1993-08-21,,,,871.1,
32,1993-10-15,644.2,,951.2,,
64,2013-12-30,1216.2,,,,
54,1979-08-13,315.9,,,548.9,576.0
60,1996-09-22,744.2,,,944.3,742.8
61,2010-04-12,,,1426.6,,993.7
63,1998-01-10,,485.0,,977.6,
18,2002-02-13,,510.6,1167.6,,991.1
15,1989-07-08,558.3,414.6,838.5,,
56,2020-04-02,1278.7,,1596.0,1602.1,
50,1990-10-12,556.4,385.7,955.5,,
27,2019-08-16,1143.3,,,,
38,2002-05-28,,551.8,1290.2,,885.1
48,1976-01-20,242.2,,432.1,352.3,
59,2020-06-28,,,1746.5,,1229.1
28,2008-12-24,,,,,1101.0
63,1998-03-19,738.2,,1178.6,,
57,2004-11-13,858.6,602.2,1246.8,,918.3
44,2004-06-06,941.5,610.1,1341.4,,
41,2015-04-30,,633.7,1682.1,1677.3,
50,1991-12-17,,,875.9,969.3,798.4
32,1982-02-08,,,621.1,550.6,574.1
42,2002-02-25,917.0,575.3,,1305.4,
52,1974-11-22,,199.3,,,522.5
50,1993-07-14,,445.6,,917.6,728.3
51,2014-08-01,,639.2,1641.8,,1030.0
58,2013-12-10,1072.4,627.2,,,1018.8
40,2008-03-12,,651.2,1330.0,1353.7,
14,1986-05-03,504.0,322.3,740.3,,599.7
65,1997-04-11,771.4,501.4,,1157.4,
37,2003-03-13,823.1,,1325.7,,
14,2019-12-30,1379.0,,,,1213.8
23,2004-08-26,958.2,,,1235.0,
22,2017-10-25,,,1503.0,1869.7,
16,1973-05-06,186.4,174.7,,315.4,
50,1977-09-20,292.8,,521.2,,
21,1988-04-23,,,,804.6,657.7
28,1976-07-04,,,434.4,,478.1
21,1976-10-13,282.5,,497.8,424.5,520.8
50,1990-09-26,535.0,429.7,801.2,,779.5
53,1986-01-04,450.4,334.7,,,682.4
35,2004-06-07,999.3,,,1196.6,
46,1984-12-09,,,,,593.9
19,1990-03-07,,,,,738.4
44,1996-08-20,672.9,,1058.0,960.5,
66,1978-05-10,279.8,273.0,525.0,495.4,
58,2011-04-10,1106.7,637.5,,,986.0
49,1973-06-25,,187.0,,,452.4
32,2014-05-30,1037.0,,1580.8,,
36,1987-07-14,470.5,,,,653.7
47,1970-08-05,,143.2,,229.9,
15,2002-02-27,806.8,511.1,,1240.5,894.6
51,1974-11-24,,224.9,471.0,,
60,1999-08-21,,458.7,1211.0,,795.5
22,2012-07-29,1141.1,623.4,1494.1,,1086.3
46,2014-05-02,,,,,1032.5
26,1998-03-11,691.8,,,,
14,2020-09-11,,,,,1165.8
30,1983-04-07,425.4,,622.5,663.5,
22,2001-08-10,,,,,919.1
16,1990-11-24,,420.9,814.6,843.4,755.9
26,1972-06-21,152.0,,374.2,,456.1
48,1986-12-28,,,771.5,766.7,
23,2017-11-23,,,1618.1,1829.2,1175.1
19,1979-03-31,334.8,,603.5,,
63,2002-08-06,942.7,,,1289.5,855.3
20,1982-11-24,443.6,305.5,607.8,570.6,
65,2020-02-08,1257.8,,1608.0,1719.6,
23,1973-11-05,,177.1,,313.1,
57,2007-12-28,,,,,955.7
21,1991-09-12,,366.1,,938.5,
40,2006-01-02,,561.1,,,
47,2019-08-04,,,1536.7,,1113.8
44,1987-04-28,,,719.2,762.4,
22,2007-11-20,,562.2,1426.8,1372.6,979.1
38,1979-12-31,321.7,245.2,,,
64,1986-05-11,439.5,359.7,,,614.5
64,1999-09-07,,,1088.8,,
45,1971-07-31,132.5,154.6,359.6,,416.3
20,1995-10-26,,488.4,,1081.0,
32,1985-02-02,,318.5,726.0,,
35,2006-07-04,,555.3,1209.9,,
37,2017-07-11,1192.7,763.9,1708.5,,1128.7
60,2009-01-20,,,,,1008.3
34,1994-12-01,684.1,,,1011.1,744.8
53,1979-03-17,,,,,579.2
36,2001-04-02,,,,1102.8,
37,1995-02-19,670.2,442.5,1057.8,1050.5,816.9
17,1976-05-06,240.4,,,,540.5
58,1989-10-06,590.2,405.9,,,
65,2016-05-20,1104.5,665.4,1650.4,,
63,1971-02-02,,,,237.0,452.4
19,2006-04-23,,,1277.1,,1014.1
65,2003-12-31,898.0,,1240.3,,1013.1
24,1990-05-28,573.7,,783.8,894.5,731.6
64,2016-06-20,,,,,1056.5
37,2019-01-28,,,1597.2,,1122.1
50,2014-02-25,1066.4,,1404.4,1738.1,1053.4
34,1991-05-28,,,940.3,837.2,
54,2006-01-13,889.6,,,1235.9,962.8
27,1974-01-12,,193.2,373.7,347.5,
34,1986-04-11,504.7,341.8,,,
49,2002-09-25,945.0,514.2,,,985.0
32,1985-04-05,,359.5,,,699.8
67,1996-01-20,673.7,,,1040.0,
45,1981-01-30,,260.9,,,631.2
35,2010-01-22,,,1375.7,1565.9,1067.3
31,1991-08-04,,,836.9,958.7,680.9
51,1991-05-01,621.5,423.9,,,
41,1995-07-26,,,,,779.7
39,1985-09-11,,334.9,680.6,,
21,2010-05-13,1037.7,639.0,,1567.2,937.7
37,2003-08-25,894.2,575.2,,,
29,1980-07-04,316.7,278.1,617.9,511.6,531.6
16,2019-09-15,,758.3,,1915.5,
64,1993-06-21,638.3,386.2,894.8,,
40,2003-12-14,874.2,543.5,,1301.8,927.2
25,1979-11-30,311.7,282.0,,,595.5
55,1973-10-29,,,,338.0,
22,1997-06-04,776.3,459.9,,,
25,2011-04-29,,,1350.9,1566.8,
40,1993-11-27,,,,878.1,
16,2018-09-25,,730.7,,,1228.1
41,2006-10-24,,,1205.7,,1046.2
33,1995-07-15,709.9,493.7,,,
54,1981-05-27,,262.4,601.2,,523.3
56,2002-05-20,,577.8,1214.4,1270.3,
44,2015-06-10,1257.1,632.6,1446.9,1595.7,
56,2011-02-25,1051.9,,,1562.2,
46,2016-02-20,,,,,1192.8
27,2009-03-13,1109.3,605.3,,1390.4,1090.0
56,1996-03-31,690.1,465.0,996.2,,
41,1985-11-15,435.5,326.9,746.0,636.1,703.6
62,1987-07-16,485.7,,838.9,747.9,649.2
41,2007-03-28,,,,1431.8,954.1
18,1985-04-21,438.5,,,,
39,2009-04-27,,,1261.4,,
66,1999-01-27,,525.2,1140.4,1043.2,
45,2008-10-20,976.2,,1275.7,1311.6,
49,1991-07-19,,435.0,,,715.5
25,1993-10-19,709.3,,,,
57,1985-07-04,468.8,304.4,775.5,698.6,607.0
33,1993-01-22,,400.6,941.7,965.3,
35,1999-09-05,766.3,511.9,1059.6,1177.2,
16,2007-11-17,,638.3,1378.2,1322.2,963.0
67,2005-06-06,,556.1,,,906.7
20,1993-01-31,,,840.8,835.8,
35,1970-10-14,125.9,169.7,331.9,,
27,1994-10-29,677.5,465.2,954.3,1041.3,848.9
60,1988-11-16,,368.1,,846.0,703.9
57,2013-12-07,,,,,1080.0
59,1981-10-04,352.6,313.6,,,617.9
58,1979-08-16,,244.5,609.7,,
19,2002-01-31,772.7,,1278.4,1132.8,
45,1984-05-24,472.2,340.8,,,637.5
48,1994-11-30,659.5,,1071.9,891.4,
43,2009-01-28,,,,,1012.7
67,1993-12-22,654.3,,893.5,,848.3
53,2007-08-12,,629.2,1282.1,1410.1,947.4
42,2005-12-19,877.6,608.2,1341.5,1386.5,1026.4
59,2012-12-31,,,1392.2,1585.5,
33,1990-12-18,,,,927.5,661.7
48,2016-04-01,,655.1,,,1031.1
44,2015-11-10,,624.4,1584.9,1544.1,
65,1978-09-08,298.0,246.0,,,
19,1980-02-09,330.0,252.3,534.5,,
63,1971-10-07,,,368.0,256.9,465.6
28,1975-04-01,206.3,,401.9,374.8,
55,2018-05-07,,665.8,1585.1,,1104.5
28,2005-01-31,997.0,,1149.6,1408.3,
52,2003-07-25,,,1267.0,,
32,2013-12-03,,628.1,1478.7,1690.9,
30,1980-05-17,,,535.3,575.6,
61,1974-02-08,,198.8,394.6,,
27,2007-11-12,981.0,596.1,1320.5,1339.9,961.6
40,1990-09-10,615.3,,838.3,,736.0
59,2014-01-27,,651.4,1546.3,,
61,1983-05-04,,324.2,671.3,,662.3
52,2018-02-22,1151.1,,,1712.9,
15,2001-11-18,811.4,,,,983.8
17,1981-09-22,408.1,,,524.7,597.3
47,2002-07-26,,493.3,1132.2,1104.0,915.3
22,1986-05-07,,309.7,722.5,757.7,
56,2009-09-26,1058.5,,1358.9,,
43,1971-12-26,159.9,188.4,,257.2,
33,1976-01-23,263.7,,465.6,370.0,526.7
39,1982-03-03,,266.8,,,585.5
66,1970-02-01,,143.5,,191.2,369.0
46,2007-05-25,,,1376.1,,920.3
58,1971-12-03,,,339.8,,
20,1997-01-20,755.7,447.0,1022.4,,
34,1988-02-10,,,799.2,,628.4
35,1982-12-15,,284.0,,,
28,1997-03-12,800.3,475.5,,1093.4,
43,1995-12-25,682.2,,1010.6,982.7,793.1
43,1987-11-23,,353.6,,,731.9
41,1997-01-09,,473.4,,,871.5
15,2012-06-03,1156.7,668.1,,1529.6,
67,2000-04-22,,,1135.7,,
51,1979-01-21,,267.9,,,593.8
18,1983-12-07,,300.1,637.9,,
41,1997-07-06,,,,,903.1
64,1993-07-11,,,1008.2,,694.1
28,2007-08-19,,,1350.0,1276.9,
59,2015-08-08,,,,1658.9,1110.6
47,1976-05-31,,,490.4,440.1,
40,1975-10-26,215.1,208.5,424.8,404.8,514.6
31,2003-12-15,,592.1,,1249.6,
25,1995-02-08,739.1,,1011.1,947.4,
50,1994-05-25,690.6,413.7,976.2,1018.2,
48,2020-01-23,,681.2,,,
56,2017-02-27,,,1591.7,,
65,1975-08-10,247.4,,498.5,368.9,450.5
39,2014-08-31,,,,1701.0,
45,2010-07-28,,,,,1125.7
45,1998-02-01,,506.6,,1155.1,897.6
46,1995-10-28,696.6,,1059.9,,
39,1999-10-24,,502.3,,,836.2
48,1981-04-18,,,649.3,,552.1
49,1979-02-05,286.4,244.5,579.9,,496.7
66,1994-05-29,,437.5,,,749.5
22,1976-03-10,225.1,212.2,,402.9,486.2
26,1973-04-08,187.4,198.4,378.2,,416.9
46,2004-07-12,979.0,571.9,1134.2,1168.3,880.5
40,1984-06-24,479.1,,727.7,,574.0
57,1987-05-12,480.3,358.7,,,646.4
53,2003-08-15,,,1187.8,,932.9
65,1992-02-29,,433.3,827.8,830.8,
56,1990-08-30,530.7,417.0,789.0,833.7,
16,2020-04-21,1236.9,,,1818.6,
20,1987-01-23,468.4,354.7,,808.6,641.8
30,1987-04-27,492.6,,806.9,703.1,
54,1998-11-23,,488.7,1183.1,1058.2,
51,1997-07-15,689.8,463.2,,1057.9,818.9
58,1990-10-01,,366.8,,,
64,1986-05-24,,358.4,781.2,778.5,596.2
40,1999-08-28,784.8,,,1089.7,
50,1979-06-28,338.7,,519.7,,
67,2009-11-04,1011.1,,,,
63,2000-03-09,,490.1,1076.8,,788.5
49,1973-10-15,,207.0,410.8,300.3,497.7
51,1993-08-10,688.1,,976.1,1018.8,
59,1977-08-19,254.6,,,,550.1
15,2005-01-07,835.5,,,,942.1
15,1980-01-16,,260.1,,478.6,569.1
21,1984-12-22,,304.9,,,
55,1989-08-14,,349.0,,785.6,745.7
43,2011-12-07,,,1342.4,1387.3,967.5
62,1982-02-22,,,584.7,,634.1
59,2020-07-05,,,,1888.9,
26,2002-09-21,838.8,587.3,1095.6,,
41,1977-11-09,,221.8,504.3,,
46,1979-11-29,,,532.5,,513.1
57,1994-06-09,,,874.5,1058.7,
49,2004-12-10,,,,,895.6
19,2020-05-28,1382.3,743.5,,1837.8,
29,1982-04-11,385.0,295.5,626.4,,622.4
22,1999-11-21,,525.5,,1124.7,825.2
52,1993-12-23,,,966.4,,773.1
36,1973-01-07,159.7,191.7,354.9,,
39,2018-06-04,,754.6,,,
28,2007-02-15,1040.1,,1401.9,1385.5,
48,1999-09-15,754.5,,1137.6,1059.6,800.6
49,2011-10-25,,,1303.8,1431.4,999.4
55,2018-10-28,,,1580.5,,
52,2006-05-07,,,1228.4,1233.4,
28,1994-04-08,,,1011.3,1038.2,790.3
55,1980-06-24,332.0,278.6,,531.1,513.2
28,1999-03-18,792.7,521.4,1089.7,1203.6,851.1
44,1986-06-23,519.7,340.8,814.3,,715.5
53,2015-07-29,1283.9,749.5,1514.1,,1035.6
47,2015-06-03,,670.1,,1631.7,1206.1
36,1997-09-05,,488.0,,1038.9,
17,1996-08-12,679.1,,984.8,1077.3,
47,1988-10-23,,350.8,799.6,783.3,641.5
34,1996-12-02,,,,1137.2,875.4
40,1995-10-13,755.2,,,1062.8,803.6
53,1999-01-05,775.6,536.0,1056.7,1176.7,780.8
26,1985-04-09,,,695.5,698.4,604.4
62,1988-05-06,,,875.8,,719.3
63,1994-12-01,621.2,,,,
59,2005-11-23,,,1245.1,1329.5,
55,1996-06-08,,,,,874.1
36,1984-05-04,477.1,297.6,714.6,592.1,606.0
41,1991-08-26,,,977.9,,798.5
41,1972-10-29,,,,,466.9
17,1997-07-21,676.5,,1101.6,1123.9,
31,1990-02-07,576.4,,857.6,904.5,776.9
29,2016-03-26,,,,1555.1,
44,1970-09-23,,143.2,291.9,,
38,1974-08-15,220.5,,387.4,,
64,2006-08-05,922.2,568.8,1353.8,1382.3,1007.2
20,1988-07-12,544.8,390.1,813.0,,
58,2007-04-24,937.5,620.6,,1472.6,890.1
47,1996-11-12,,430.5,,1073.9,
38,1970-09-19,,171.2,330.1,,392.9
25,1986-10-12,477.5,351.9,691.9,702.6,
38,1976-04-23,,231.1,,,523.3
22,2010-11-04,,569.2,1523.0,1553.3,
15,2014-11-10,,652.3,,,
17,1998-03-01,780.2,,1009.1,1083.3,811.0
23,1984-04-24,,295.0,,596.1,613.1
41,1993-12-14,,,,962.5,751.6
21,2012-01-28,,,,,1065.7
22,1989-01-06,,363.8,888.1,,766.4
36,1981-04-12,,,,567.2,
59,2011-01-20,,691.9,1487.7,,
26,2011-08-19,,,1324.0,,
39,2010-11-06,,,1344.4,1466.0,
17,1974-06-14,195.8,217.5,386.5,,
48,2008-05-17,1038.7,591.8,,1462.1,
33,1993-08-08,600.6,389.5,,,774.7
41,2020-05-05,1382.1,,1738.0,,
53,1992-01-04,,416.6,,,
